,0,1,2,3,4,5,6,7,8,9,10,11
inst_no_keep_hot,30.285652013182244,27.35478246351945,30.285652013182244,29.308695496627983,30.285652013182244,29.308695496627983,30.285652013182244,30.285652013182244,29.308695496627983,30.285652013182244,29.308695496627983,30.285652013182244
inst_keep_hot,50.95890410958904,46.02739726027397,50.95890410958904,49.31506849315068,50.95890410958904,49.31506849315068,50.95890410958904,50.95890410958904,49.31506849315068,50.95890410958904,49.31506849315068,50.95890410958904
inst_keep_hot_no_timer,76.43835616438356,69.04109589041096,76.43835616438356,73.97260273972603,76.43835616438356,73.97260273972603,76.43835616438356,76.43835616438356,73.97260273972603,76.43835616438356,73.97260273972603,76.43835616438356
storage_combi,272570.8681186402,246193.04217167504,272570.8681186402,263778.2594696518,272570.8681186402,263778.2594696518,272570.8681186402,272570.8681186402,263778.2594696518,272570.8681186402,263778.2594696518,272570.8681186402
